,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
2137,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
535,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11
1752,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
3828,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
2378,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12
2363,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
2159,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
3174,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
1142,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
886,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
2610,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
3151,0.665,0.5,0.175,1.742,0.595,0.3025,0.725,21
3073,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
1560,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
1023,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
1696,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
2615,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12
2850,0.63,0.485,0.16,1.243,0.623,0.275,0.3,10
2122,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
3787,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
2338,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,17
1475,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8
1055,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
1994,0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6
193,0.355,0.275,0.085,0.22,0.092,0.06,0.15,8
1864,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9
937,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
632,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10
3997,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
4141,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11
1559,0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
2495,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12
3885,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
3499,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,9
1127,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
2807,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
1863,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
651,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6
2965,0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
2315,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
3398,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9
962,0.505,0.39,0.15,0.685,0.362,0.131,0.156,8
769,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
857,0.59,0.46,0.13,1.102,0.455,0.2055,0.33,12
1415,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
2225,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
753,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13
2375,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10
1779,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
699,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16
1495,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
2718,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7
1789,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
3139,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,11
162,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
2231,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
3383,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14
3663,0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9
2153,0.28,0.2,0.075,0.1225,0.0545,0.0115,0.035,5
275,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
254,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
1076,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
3641,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
3803,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
2165,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
1708,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
2715,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
550,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17
497,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19
2162,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
522,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
3413,0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
249,0.345,0.27,0.11,0.2135,0.082,0.0545,0.07,7
364,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,12
517,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5
1793,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
3186,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6
3492,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8
2075,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
557,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
1577,0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
2760,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
611,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
3201,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6
3342,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14
1782,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
2691,0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
2979,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,8
1297,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9
972,0.525,0.415,0.14,0.724,0.3475,0.173,0.175,8
3622,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
3878,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
4052,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
2579,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7
806,0.28,0.205,0.07,0.1015,0.041,0.03,0.03,6
3467,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
1173,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
983,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
169,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
4028,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
2237,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
3943,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
1996,0.325,0.25,0.07,0.1745,0.0875,0.0355,0.04,7
2493,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
3011,0.375,0.285,0.09,0.237,0.106,0.0395,0.08,8
1639,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
3507,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11
2657,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9
2252,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
1365,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
1492,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
1869,0.525,0.4,0.145,0.6095,0.248,0.159,0.175,9
1827,0.34,0.26,0.085,0.1885,0.0815,0.0335,0.06,6
1554,0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8
1689,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
1101,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
2314,0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
384,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
2762,0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
1243,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8
3776,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
3780,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
1936,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11
1241,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8
4090,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11
2606,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10
712,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
3856,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
2020,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
3122,0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
870,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12
2811,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9
1627,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
3867,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
2686,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11
4159,0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9
3000,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,9
2601,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
986,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
2277,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
3715,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
1890,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
2613,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
1641,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
3558,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
3466,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,9
4060,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
605,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13
638,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14
609,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
4072,0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8
113,0.425,0.35,0.105,0.393,0.13,0.063,0.165,9
2099,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
2255,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
1517,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
2566,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
4004,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
791,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
4031,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
515,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6
2854,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
745,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
348,0.375,0.305,0.115,0.2715,0.092,0.074,0.09,8
932,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
1038,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
660,0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18
346,0.525,0.42,0.16,0.756,0.2745,0.173,0.275,9
2525,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9
3459,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,8
1888,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
219,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
1873,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875,9
4032,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
2883,0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8
369,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
3734,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
3441,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
126,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
2445,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
574,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
1892,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
272,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
953,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
284,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
1525,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
2520,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9
4053,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
2539,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
1545,0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7
3108,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
426,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
3590,0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
3074,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
2600,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10
1479,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
2542,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14
542,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15
3336,0.45,0.35,0.125,0.4435,0.185,0.09,0.145,11
1096,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
3371,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
2799,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
1028,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
328,0.36,0.295,0.105,0.241,0.0865,0.053,0.095,8
2774,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9
1269,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8
1546,0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7
1650,0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11
1391,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
2865,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4
3199,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
2017,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
2778,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
1336,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
1674,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
1439,0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8
3527,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,7
3542,0.455,0.435,0.11,0.4265,0.195,0.09,0.1205,8
901,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
714,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
4103,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,10
3850,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
373,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
1157,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
3106,0.3,0.22,0.065,0.1235,0.059,0.026,0.0315,5
919,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
2985,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,8
1584,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
1427,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
1988,0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
3625,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
3993,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
3754,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
1406,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
1071,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
156,0.575,0.46,0.19,0.994,0.392,0.2425,0.34,13
589,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13
1944,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
190,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
3582,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
3752,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
807,0.48,0.4,0.125,0.759,0.2125,0.179,0.24,15
3075,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11
1473,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
1871,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9
1010,0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11
3249,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
1874,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,9
664,0.45,0.355,0.12,0.412,0.1145,0.0665,0.16,19
598,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12
3295,0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14
1053,0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
3182,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10
2455,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6
2336,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,18
1899,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
2796,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
4146,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
733,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13
229,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
828,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6
352,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,12
2477,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13
3376,0.31,0.235,0.09,0.127,0.048,0.031,0.04,6
1644,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
438,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9
569,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11
3591,0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
3191,0.65,0.515,0.18,1.3315,0.5665,0.347,0.405,13
3613,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11
1980,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
3872,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
3817,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
485,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13
4024,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
1107,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
3533,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087,6
14,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
3810,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
2479,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14
1768,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,8
3386,0.515,0.4,0.125,0.955,0.341,0.2535,0.26,13
1838,0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,8
48,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
1783,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
2786,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10
3318,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
1343,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
2263,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
3869,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
259,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
1073,0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
2320,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
122,0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14
1320,0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9
1567,0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8
1339,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
757,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
2833,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9
3257,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9
79,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
2826,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
809,0.52,0.41,0.115,0.807,0.2855,0.179,0.235,12
2201,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
3610,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215,9
2688,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8
3583,0.625,0.5,0.175,1.273,0.564,0.302,0.374,9
2573,0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8
1586,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
3243,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14
952,0.48,0.365,0.12,0.6015,0.312,0.117,0.14,7
823,0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
2033,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
1226,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
1770,0.455,0.335,0.105,0.422,0.229,0.0865,0.1,6
1984,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
2264,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
2751,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
2687,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10
2288,0.33,0.265,0.09,0.18,0.068,0.036,0.06,6
2851,0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12
541,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11
841,0.495,0.41,0.125,0.7555,0.3355,0.129,0.214,9
1384,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
2400,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13
1818,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
429,0.575,0.45,0.17,1.0475,0.3775,0.1705,0.385,18
3965,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
103,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,10
586,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
3041,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,9
1338,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
3394,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13
3217,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10
2423,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
4009,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
4172,0.565,0.45,0.165,0.887,0.37,0.239,0.249,11
1967,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
761,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
853,0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
1764,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
4163,0.39,0.31,0.085,0.344,0.181,0.0695,0.079,7
2728,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
3511,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
936,0.45,0.335,0.105,0.447,0.2335,0.153,0.119,7
2371,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
3916,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
1417,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
3597,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11
1441,0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6
2924,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9
3802,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3497,0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
1450,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7
645,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11
3643,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
1277,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8
3959,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
3858,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
1833,0.405,0.3,0.09,0.269,0.103,0.067,0.11,6
588,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14
2599,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
1576,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
3877,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15
2205,0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
422,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13
2733,0.415,0.335,0.1,0.358,0.169,0.067,0.105,7
3688,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,11
820,0.365,0.275,0.135,0.24,0.108,0.0445,0.0735,7
949,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
2773,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11
3177,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15
2972,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13
3516,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
2242,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2168,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
2172,0.215,0.15,0.03,0.0385,0.0115,0.005,0.01,5
129,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
677,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11
2948,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,8
487,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
3746,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7
1953,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
3184,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
2269,0.57,0.45,0.16,0.8615,0.3725,0.2175,0.255,12
3271,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17
1188,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
131,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9
128,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
2002,0.36,0.27,0.085,0.196,0.0905,0.034,0.053,7
1418,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
3291,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9
1261,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9
918,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
3549,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,9
2894,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,11
760,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
2318,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
1678,0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12
4083,0.57,0.445,0.16,1.0145,0.516,0.164,0.3,10
3290,0.51,0.395,0.12,0.6175,0.262,0.122,0.193,12
3298,0.62,0.5,0.175,1.146,0.477,0.23,0.39,13
2228,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12
4087,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10
329,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,8
2553,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7
